account_length,international_plan,voice_mail_plan,number_vmail_messages,total_charge,total_calls_cnt,total_minutes,total_intl_charge,number_customer_service_calls,churn
102,no,no,0,56.03,361,552.5,2.08,3,no
95,no,no,0,54.74,298,594.5,3.62,2,no
102,no,no,0,50.370000000000005,242,502.70000000000005,2.67,2,no
89,no,yes,25,60.64,326,574.6,2.86,1,no
50,no,no,0,68.74,289,541.0,2.84,1,no
93,no,yes,42,60.63999999999999,322,686.7,3.05,7,no
68,no,no,0,57.480000000000004,351,545.9,4.08,1,no
70,no,no,0,67.11,302,666.7,2.16,2,no
141,no,yes,37,56.51,322,582.2,2.16,4,no
112,no,yes,17,59.67999999999999,315,592.7,2.62,0,no
117,yes,no,0,42.71000000000001,268,529.2,2.32,1,yes
1,no,yes,26,59.09,372,570.7,2.19,1,no
70,no,no,0,56.88999999999999,302,555.3000000000001,3.56,1,no
87,no,yes,22,57.5,323,541.3000000000001,1.92,2,no
52,no,yes,21,49.38,308,459.29999999999995,1.43,2,no
97,no,no,0,74.44,261,708.5,2.4,0,yes
105,no,no,0,54.15,254,585.5,4.37,2,no
77,no,yes,28,53.22,293,587.9,3.11,4,yes
80,yes,no,0,63.23,330,681.3,3.75,2,yes
120,no,yes,43,52.379999999999995,304,514.3,3.11,1,no
54,no,yes,39,48.150000000000006,307,483.40000000000003,3.38,2,no
148,yes,no,0,47.64000000000001,323,505.19999999999993,2.32,2,no
119,no,no,0,72.11,300,663.2,3.75,2,yes
162,no,yes,26,58.64,378,610.0999999999999,2.51,1,yes
85,no,no,0,50.82000000000001,353,499.8,2.94,5,yes
101,no,yes,25,49.55,356,551.7,3.92,1,no
172,no,no,0,60.81,269,647.2,1.59,0,no
67,no,no,0,34.75,296,342.6,2.94,2,no
86,no,no,0,61.120000000000005,258,612.9,2.62,1,no
107,no,no,0,73.32,329,757.7,3.27,1,yes
116,no,no,0,61.35,322,665.6,2.16,0,no
63,no,no,0,68.23,292,686.7,2.0,0,no
119,yes,yes,16,46.91,319,491.29999999999995,2.08,0,yes
133,yes,no,0,72.75,286,685.0,2.16,0,yes
94,yes,no,0,57.0,285,552.6,2.35,1,no
69,no,no,0,64.57000000000001,238,660.4000000000001,3.08,0,no
146,no,no,0,48.02,313,486.2,2.13,7,yes
119,no,no,0,45.08,314,548.8000000000001,2.4,2,yes
142,yes,yes,25,55.46,289,568.5,2.65,0,no
101,no,no,0,76.36,355,790.2,3.65,1,yes
43,no,no,0,62.2,337,659.5,2.16,0,no
69,no,no,0,61.080000000000005,286,648.0,1.49,0,no
15,yes,no,0,49.13,244,588.8,2.19,2,no
107,no,yes,25,61.14,289,562.2,3.24,1,no
67,no,no,0,55.72,342,590.3,1.32,2,no
99,no,no,0,52.55,275,558.0,3.08,1,no
46,no,no,0,55.21,388,596.5,2.19,1,no
55,yes,no,0,62.22,329,621.8,2.62,1,no
56,no,no,0,51.76,292,566.9,4.0,4,yes
76,no,no,0,77.05,297,744.6,2.08,0,yes
132,yes,yes,33,62.260000000000005,233,625.7,3.48,2,no
140,no,yes,28,49.66,268,514.0,3.0,1,no
51,yes,yes,12,48.8,292,528.8,3.32,2,no
27,no,no,0,67.36,287,633.3,3.43,1,no
224,no,no,0,43.59,305,503.59999999999997,1.49,3,no
105,yes,yes,28,43.19,298,430.9,3.97,0,yes
117,no,no,0,60.35,267,558.6999999999999,3.24,2,no
91,no,no,0,45.72,326,465.6,2.78,1,yes
135,no,no,0,61.7,267,547.4,2.78,4,no
146,no,no,0,60.36,261,650.8,2.78,3,no
147,yes,no,0,60.44,355,553.3,2.67,0,yes
68,no,no,0,76.4,343,777.5999999999999,2.4,2,yes
68,no,no,0,45.550000000000004,305,524.9000000000001,2.75,3,no
86,no,yes,21,57.08,319,571.5,2.73,0,no
131,no,no,0,57.75,329,633.9,2.67,1,no
86,no,yes,29,66.87,303,693.6,3.48,1,no
159,no,no,0,73.08,304,689.2,2.0,2,yes
134,no,yes,40,44.870000000000005,262,521.5,2.92,1,no
113,no,no,0,66.47,280,674.2,2.67,1,no
132,no,no,0,61.83,340,613.5999999999999,2.75,1,no
85,no,no,0,62.36,224,627.7,3.02,1,no
93,yes,yes,38,57.23,364,538.5,3.78,1,yes
174,no,yes,33,51.830000000000005,314,503.1,3.92,4,yes
61,no,no,0,56.5,307,570.9,1.89,2,no
91,no,yes,39,40.910000000000004,313,379.4,2.94,1,no
88,no,yes,28,62.09,325,639.5,2.65,2,no
88,no,yes,45,40.59,364,542.8,3.46,2,no
195,no,yes,36,67.6,287,658.5,3.27,0,no
182,no,no,0,42.879999999999995,319,556.0999999999999,1.76,0,no
118,no,no,0,60.48,224,626.3000000000001,2.21,4,no
103,no,no,0,49.92,355,540.9,2.81,8,yes
61,no,yes,25,43.48,308,411.0,2.67,3,no
172,no,no,0,66.46000000000001,337,712.0999999999999,1.76,1,no
72,no,no,0,52.02,319,550.7,3.19,1,no
113,no,no,0,54.53,310,616.9,2.97,2,no
177,no,no,0,57.38,328,591.7,3.83,1,no
100,no,no,0,40.76,321,517.2,2.57,6,yes
136,no,no,0,40.660000000000004,323,440.7,2.54,3,no
71,no,no,0,62.92,338,567.6,2.62,4,no
134,no,no,0,68.53,356,713.6,3.19,1,no
39,no,no,0,52.39,308,554.5,2.65,2,no
110,no,no,0,46.41,309,428.8,4.13,3,no
102,no,no,0,47.26,291,519.2,3.02,1,no
70,no,no,0,55.11,356,595.5,3.13,0,no
142,no,no,0,52.12,287,568.5,2.94,1,no
81,yes,no,0,63.980000000000004,266,558.8,2.11,1,no
17,no,no,0,59.85,310,690.7,2.32,1,no
119,no,no,0,76.33,258,745.7,2.7,1,yes
105,no,no,0,82.58,329,785.5999999999999,2.35,0,yes
108,yes,yes,42,47.33,298,541.8,3.67,3,yes
90,no,no,0,35.46,357,403.9,3.08,2,no
100,no,yes,33,54.82,365,472.7,3.27,1,no
155,no,yes,30,49.31,262,571.3,1.84,1,no
113,no,no,0,49.19,302,533.9,2.48,2,yes
123,no,no,0,54.35,269,585.0999999999999,2.35,1,no
42,no,no,0,60.97,282,664.2,2.38,2,no
125,no,no,0,54.540000000000006,298,587.5,2.94,0,no
131,no,yes,30,56.85,289,597.5,1.81,1,no
107,no,no,0,65.88,233,595.0999999999999,2.3,1,no
48,no,no,0,57.519999999999996,261,547.4,1.38,1,no
76,no,no,0,60.01,296,628.3,2.16,0,no
128,no,no,0,57.39,325,646.7,1.84,1,no
73,no,no,0,57.730000000000004,283,607.4,2.7,0,no
52,no,no,0,45.61,298,464.5,1.89,4,yes
126,yes,yes,26,43.93000000000001,339,460.3,2.59,1,no
137,no,no,0,64.62,350,655.7,3.0,0,no
71,no,no,0,72.82,310,709.6,3.19,0,yes
139,no,no,0,62.21000000000001,281,611.9,1.51,0,no
107,no,yes,30,58.6,253,565.7,3.4,3,no
147,no,no,0,60.56,283,573.0999999999999,2.75,1,no
116,no,no,0,39.42,284,387.7,3.35,3,no
60,no,yes,31,64.39,272,660.1,3.46,2,no
38,no,no,0,36.86,263,361.5,3.75,0,no
63,no,no,0,48.42999999999999,292,528.9,3.0,3,no
131,no,no,0,42.55,354,454.9,2.73,0,no
158,no,no,0,54.379999999999995,291,552.5,2.97,1,no
139,no,no,0,64.21,334,618.8,3.0,1,yes
77,no,no,0,55.06,335,588.6,0.54,1,no
140,no,no,0,50.7,302,547.9,2.54,3,no
52,no,yes,20,50.59,293,590.3,3.65,1,no
103,no,no,0,56.0,317,588.9000000000001,3.51,5,no
74,no,yes,32,66.64,314,719.9000000000001,2.43,1,no
124,no,no,0,53.449999999999996,275,542.9000000000001,3.38,2,no
85,no,yes,21,75.24000000000001,298,672.4,1.7,5,no
113,no,yes,20,52.78,239,590.8,2.35,5,yes
71,no,no,0,44.38,294,461.69999999999993,1.89,2,no
49,yes,no,0,65.74,297,614.5,4.21,2,yes
106,yes,no,0,56.38,247,536.5,3.59,3,yes
60,no,no,0,61.89,244,602.4,2.0,1,no
66,no,no,0,50.8,354,580.5,1.43,1,no
125,no,no,0,58.26,253,612.3,4.24,0,no
114,no,yes,4,53.669999999999995,269,595.4000000000001,2.54,3,no
112,no,no,0,72.71,307,657.7,4.43,3,yes
101,no,yes,16,47.720000000000006,320,527.3000000000001,2.21,2,no
70,no,no,0,19.98,272,300.9,3.27,0,no
59,no,no,0,47.57,325,465.29999999999995,2.75,0,no
59,no,no,0,50.870000000000005,296,548.4,3.27,1,no
124,no,yes,30,57.06,218,633.3,3.24,2,no
81,no,no,0,58.44,264,553.2,2.05,2,no
86,no,no,0,69.04,283,696.6,1.22,0,no
84,no,no,0,46.64,260,425.3,2.86,0,no
118,no,yes,35,75.21000000000001,340,729.9000000000001,3.16,1,no
89,no,no,0,64.37,340,664.8,2.05,1,no
93,no,no,0,63.74,267,561.9000000000001,3.54,3,no
85,no,no,0,40.64,280,462.2,2.62,2,no
160,no,no,0,37.75,265,436.3,2.94,0,no
28,no,no,0,50.989999999999995,291,522.3,2.73,3,no
73,no,no,0,73.47999999999999,328,678.8,2.89,1,yes
156,no,no,0,57.10999999999999,328,619.0999999999999,3.48,3,no
33,yes,no,0,54.69,340,542.1999999999999,3.51,1,no
119,no,no,0,48.93,276,534.9,3.0,1,no
91,no,yes,27,55.81,271,551.1,1.78,3,no
102,no,no,0,69.47,298,663.9,1.67,3,no
86,no,yes,33,65.16,304,558.2,3.21,3,no
82,no,no,0,45.89,303,494.0,2.24,0,no
89,no,no,0,41.81,360,466.4,3.43,0,no
134,no,no,0,48.980000000000004,308,468.0,1.65,1,no
92,no,no,0,56.89999999999999,270,549.7,2.92,2,no
87,no,no,0,54.24,280,539.9,3.7,3,no
64,no,no,0,63.64,286,555.2,3.73,0,no
80,no,no,0,64.51,297,640.0,2.48,3,no
153,no,yes,22,58.67,312,618.4,2.03,1,no
104,no,yes,26,56.269999999999996,313,566.5999999999999,3.0,1,no
87,no,no,0,51.870000000000005,303,494.2,3.62,1,no
159,no,yes,23,51.809999999999995,272,531.8,3.4,2,no
119,no,no,0,50.870000000000005,361,529.0,3.62,2,no
69,no,no,0,54.14,328,603.8,3.81,1,no
87,yes,yes,36,55.13,337,584.6,2.92,1,no
93,no,no,0,82.33,309,783.3,2.35,1,yes
154,yes,no,0,50.64,316,535.0,3.89,0,yes
57,no,yes,37,64.95,308,635.5,3.19,1,no
130,no,no,0,53.88,305,592.3,3.08,5,no
151,no,no,0,52.64,254,592.0,3.56,2,no
162,no,no,0,71.99,223,747.3,2.81,2,yes
60,no,no,0,57.2,337,682.6,3.94,1,no
81,no,no,0,68.8,229,706.0,2.35,3,no
132,no,no,0,62.15,328,553.9,2.16,3,no
86,no,no,0,41.81,325,482.6,1.81,1,no
136,no,no,0,76.91,313,756.1,2.73,1,yes
121,no,yes,21,47.95,315,528.4,2.86,1,no
105,no,yes,15,42.08,352,533.9,2.62,2,no
51,no,yes,26,70.8,249,681.3,3.02,1,no
64,no,no,0,44.82,309,479.79999999999995,1.73,3,no
80,yes,yes,30,55.129999999999995,355,564.5,2.7,0,no
56,no,no,0,65.99,316,601.5,3.67,4,no
120,no,no,0,53.019999999999996,305,591.6999999999999,3.0,1,no
103,no,no,0,60.36,333,607.3,3.29,3,no
164,no,yes,27,52.480000000000004,342,572.6,2.59,3,no
116,no,yes,27,62.17999999999999,276,627.0,1.89,2,no
121,no,no,0,57.5,297,578.3,2.03,1,no
55,yes,no,0,70.28,310,660.3,2.21,1,no
183,no,no,0,47.650000000000006,316,544.8,2.62,2,no
90,no,no,0,47.41,325,474.1,1.92,1,no
101,no,no,0,50.79,318,554.0,3.59,3,no
9,no,yes,16,40.54,291,496.0,3.11,2,no
97,no,no,0,69.79,254,737.5,3.27,0,no
94,no,no,0,73.82,309,720.6,2.4,3,yes
127,no,yes,25,67.47999999999999,271,696.0,1.97,0,no
125,no,yes,34,69.81000000000002,322,608.1999999999999,2.78,0,no
90,no,no,0,41.69,385,495.20000000000005,2.73,2,no
67,no,no,0,51.830000000000005,256,580.2,2.48,2,no
113,no,no,0,58.459999999999994,243,571.5,3.29,1,no
121,no,yes,26,60.48,303,644.5,4.08,0,no
93,no,no,0,54.349999999999994,273,545.3,2.67,4,no
121,no,no,0,47.28,274,432.5,3.32,1,no
53,no,no,0,73.64,336,688.0,2.65,0,yes
75,no,no,0,54.86,279,531.3,3.54,1,no
132,no,no,0,68.61,311,742.2,1.13,2,no
162,no,no,0,46.769999999999996,341,445.4,1.76,3,no
140,no,no,0,58.24,338,634.5,3.05,1,no
91,no,no,0,56.8,335,625.5,1.78,2,no
73,no,yes,28,54.47,369,536.4,2.38,2,no
95,yes,no,0,70.0,325,692.6,2.73,4,yes
145,no,no,0,65.12,360,655.1,3.54,0,no
100,no,no,0,41.309999999999995,270,396.99999999999994,1.16,1,no
122,no,no,0,67.5,311,671.6999999999999,3.54,2,no
109,no,no,0,70.22,260,737.0,3.21,0,no
82,no,no,0,47.14,316,536.0,2.73,1,no
65,no,yes,23,64.26,281,636.5999999999999,2.65,0,no
52,no,no,0,47.65,266,485.5,2.24,3,no
136,no,yes,24,54.339999999999996,281,565.6,2.38,2,no
75,no,no,0,46.269999999999996,299,507.29999999999995,3.0,1,no
146,no,no,0,51.39,247,603.1,3.4,1,no
105,no,no,0,55.31,308,589.5,3.0,4,no
48,no,no,0,59.05000000000001,281,558.0,4.43,2,no
45,no,no,0,61.379999999999995,293,685.2,3.0,1,no
33,no,no,0,57.470000000000006,243,563.8,2.03,2,no
68,no,no,0,58.58,342,566.4,2.92,2,no
106,no,no,0,61.099999999999994,255,608.1999999999999,3.48,0,no
94,no,yes,28,54.580000000000005,261,464.5,4.35,0,no
65,no,no,0,51.53999999999999,272,536.6,2.65,2,no
85,no,no,0,53.09,333,585.1999999999999,2.65,1,no
71,no,no,0,82.79999999999998,326,807.5999999999999,2.73,3,yes
112,no,yes,30,30.38,308,359.3,3.59,0,no
110,no,no,0,50.97,299,548.2,1.86,0,no
111,no,no,0,68.38,296,642.4,3.43,2,no
74,no,no,0,77.44999999999999,300,714.1,2.62,2,yes
105,no,no,0,43.080000000000005,267,461.4,2.94,2,no
40,no,no,0,67.96000000000001,265,629.4,2.59,0,no
128,yes,yes,18,61.26,300,601.5,3.67,0,yes
123,no,no,0,73.65,300,737.0999999999999,2.73,2,yes
122,no,no,0,50.169999999999995,248,525.7,2.57,0,no
114,no,yes,19,54.02,321,556.2,3.4,3,no
102,no,yes,25,46.849999999999994,276,502.3,2.75,2,no
126,no,no,0,43.25,266,560.0,3.89,0,no
150,no,no,0,48.269999999999996,271,507.1,3.29,4,yes
60,no,no,0,81.93,292,788.2,3.16,2,yes
123,no,no,0,66.69,279,607.7,3.59,3,no
29,no,no,0,50.68,232,470.6,3.83,1,no
111,no,no,0,59.900000000000006,327,569.6,3.21,4,no
37,yes,no,0,55.14,305,582.3,2.65,0,yes
111,no,no,0,73.5,293,724.0,3.13,0,yes
81,no,no,0,54.989999999999995,257,600.5,3.7,1,no
46,no,no,0,45.44,296,513.1,3.43,1,no
69,no,yes,27,78.89999999999999,269,787.3,4.43,0,no
125,no,no,0,40.099999999999994,277,456.2,2.19,1,no
43,no,no,0,30.85,310,467.4,2.89,3,no
94,no,no,0,68.81,308,688.3,2.62,1,no
46,no,no,0,60.69,271,619.2,3.02,3,no
73,no,yes,26,41.33,291,459.4,2.75,2,no
146,no,yes,23,59.02,355,682.9,2.0,2,no
93,no,no,0,69.76,281,660.2,2.94,1,no
52,no,yes,31,51.97,262,588.5,2.97,1,no
129,no,yes,31,60.81,277,615.4,2.78,2,no
94,no,no,0,65.67999999999999,238,687.4,3.51,1,no
100,no,no,0,52.83,350,532.0,3.02,0,no
43,no,no,0,66.61999999999999,291,668.9,3.05,1,no
130,no,no,0,61.11,306,582.6999999999999,2.4,0,no
124,no,no,0,61.08,341,653.0,2.94,3,no
92,yes,no,0,73.3,327,743.9000000000001,3.24,3,yes
48,no,no,0,56.23,271,578.8,3.56,4,no
98,no,yes,29,48.56999999999999,314,577.1,1.78,2,no
100,no,no,0,40.870000000000005,325,453.1,3.38,1,yes
164,no,no,0,42.879999999999995,241,459.20000000000005,3.43,1,no
105,no,no,0,61.72,304,670.5999999999999,2.92,1,no
89,yes,no,0,56.43,325,530.3,2.94,0,no
126,no,no,0,72.24000000000001,296,678.5,3.43,3,yes
96,no,no,0,53.83,266,596.4,2.7,1,no
120,no,yes,33,71.41,255,609.5999999999999,3.13,0,no
212,no,no,0,72.46000000000001,342,711.8,3.4,2,yes
72,no,no,0,47.910000000000004,310,554.8,2.59,2,no
155,yes,yes,26,54.42,333,497.59999999999997,3.0,1,no
89,no,no,0,37.09,281,415.2,2.57,2,no
126,yes,no,0,67.38000000000001,342,729.4000000000001,3.38,2,no
172,no,no,0,75.28999999999999,317,695.1,3.24,2,yes
75,no,no,0,64.07000000000001,293,628.9,3.05,3,no
143,no,no,0,53.87,331,547.4,2.75,2,no
166,yes,no,0,41.16,281,547.3,3.56,0,yes
132,no,no,0,60.400000000000006,326,652.0999999999999,3.51,1,no
94,yes,no,0,51.89,276,602.3,2.13,1,yes
99,no,no,0,52.99,251,533.1,3.27,0,no
136,no,yes,35,69.95,309,718.2,1.86,1,no
119,no,no,0,71.53999999999999,297,709.4,2.0,1,no
115,yes,no,0,69.5,277,622.1,2.67,3,yes
160,no,no,0,57.81999999999999,316,592.9,3.51,2,no
120,no,no,0,51.0,309,577.3,1.81,1,no
173,no,no,0,51.78,351,469.2,2.78,1,no
156,no,no,0,57.18000000000001,267,610.4,2.86,0,no
70,no,no,0,60.82,301,657.7,2.94,0,no
41,no,no,0,58.269999999999996,317,601.0,1.84,1,no
132,no,no,0,61.25000000000001,258,596.2,3.02,0,no
93,no,no,0,56.23,258,604.7,2.11,2,no
109,no,no,0,58.26,278,624.8,3.54,2,no
80,no,no,0,45.760000000000005,305,501.99999999999994,1.97,0,no
54,no,yes,24,36.57,305,384.7,3.13,2,no
121,no,no,0,51.22,332,559.1,0.78,2,no
157,no,yes,29,63.42999999999999,328,617.6,4.05,1,no
138,no,no,0,57.010000000000005,341,607.0,3.78,3,no
92,no,yes,31,62.19,297,666.7,3.19,1,no
126,no,no,0,53.78,302,532.0,3.51,1,no
41,no,no,0,77.45,281,785.7,2.94,3,yes
167,no,no,0,53.230000000000004,296,559.0,3.35,4,yes
91,no,no,0,58.86,310,680.4,1.97,2,no
127,no,no,0,38.67,312,435.2,2.62,3,no
88,no,yes,27,45.800000000000004,302,534.4,2.94,1,no
113,no,no,0,36.08,304,398.6,1.46,1,no
78,no,no,0,55.61,275,583.1,1.43,2,no
136,yes,yes,29,45.02,287,559.2,2.43,2,no
68,no,yes,34,52.24999999999999,292,552.8,1.65,1,no
132,no,yes,10,62.339999999999996,238,617.5999999999999,3.11,0,no
110,no,no,0,66.86,249,660.8,2.3,2,no
121,no,no,0,50.21000000000001,281,513.9,2.27,1,no
116,no,no,0,39.28,359,463.4,3.78,2,no
112,yes,yes,16,57.66,255,549.2,2.81,1,no
97,yes,no,0,60.46,316,679.1,2.97,4,yes
43,no,no,0,45.12,374,453.1,1.84,2,no
110,no,no,0,48.05,344,523.3,3.02,3,no
67,no,no,0,56.87,362,564.7,2.86,1,no
166,no,no,0,45.06,326,471.1,2.65,0,no
129,no,no,0,56.28,321,606.5999999999999,2.59,1,no
103,yes,no,0,48.58,270,474.1,1.84,3,no
71,no,no,0,75.06,261,724.3,3.16,0,yes
112,no,yes,27,63.98,321,629.0,3.0,4,no
98,no,no,0,71.58,265,717.6999999999999,3.35,0,yes
90,no,no,0,60.93,348,611.9000000000001,3.51,1,no
58,no,no,0,64.67,279,607.2,3.19,2,no
116,no,no,0,53.58,298,600.1,3.05,5,yes
87,no,no,0,60.32,264,626.9000000000001,2.32,3,no
120,no,no,0,56.78,259,563.2,2.75,2,no
97,no,yes,24,55.6,284,604.6,3.27,0,no
134,no,no,0,54.419999999999995,297,513.5999999999999,2.97,6,no
68,no,no,0,45.53,229,493.5,4.19,2,no
93,no,no,0,57.92,246,621.3,3.27,1,no
120,no,no,0,48.24999999999999,321,502.2,2.84,1,no
41,no,no,0,69.21,337,678.7,2.75,2,no
80,no,no,0,59.96,255,574.3,2.05,2,no
83,no,yes,25,65.05,317,691.4,4.75,2,no
109,yes,no,0,58.349999999999994,345,533.5,2.11,2,no
66,no,yes,33,32.19,305,371.09999999999997,1.92,3,no
104,no,no,0,41.519999999999996,278,514.4000000000001,3.35,0,no
89,no,no,0,51.32,284,586.2,2.97,1,no
127,no,no,0,61.080000000000005,298,569.4,2.7,2,no
117,no,yes,13,58.75,237,593.0999999999999,2.62,1,no
128,no,no,0,65.76,342,609.4000000000001,3.89,2,no
88,no,no,0,54.5,280,588.7,1.84,4,yes
61,no,no,0,71.11999999999999,341,678.1,4.67,1,yes
22,no,no,0,57.09,352,587.0,2.51,2,no
78,no,no,0,49.21000000000001,286,507.49999999999994,3.7,0,no
56,no,yes,29,28.86,327,408.4,1.32,1,no
192,no,no,0,60.13,291,622.3,3.08,2,no
70,no,no,0,49.949999999999996,320,523.5,2.32,2,no
65,no,yes,29,56.17,297,505.7,2.38,2,no
119,no,no,0,49.39,249,534.9,3.05,1,no
80,no,no,0,59.69,309,598.8000000000001,3.46,0,no
152,no,yes,20,70.49000000000001,346,716.4,3.59,5,no
113,no,no,0,38.03,249,430.0,3.89,3,no
75,no,no,0,66.67999999999999,377,712.0999999999999,1.94,1,no
80,no,no,0,51.80000000000001,267,456.1,1.73,1,no
63,yes,no,0,39.599999999999994,281,524.8,2.4,1,no
97,no,yes,28,51.86,245,529.1,1.81,1,no
166,no,no,0,44.47,317,448.9,3.05,0,no
94,no,no,0,60.14,306,612.5999999999999,0.7,1,no
85,no,yes,33,65.15,275,662.7,3.65,1,no
80,yes,no,0,73.1,279,682.4000000000001,1.94,1,yes
210,no,yes,31,74.57000000000001,287,654.2,2.73,3,no
88,yes,yes,25,76.62,305,720.3,3.51,1,no
100,no,no,0,69.56,232,667.3000000000001,2.54,4,no
154,no,yes,35,33.5,242,400.6,3.94,1,no
32,no,yes,26,69.33,394,653.6,2.43,1,no
18,no,no,0,59.89,309,602.7,2.35,3,no
126,no,yes,31,78.82,267,754.4000000000001,2.35,0,no
29,no,no,0,81.46,360,747.9,3.46,2,yes
86,no,yes,16,50.709999999999994,299,552.2,3.05,0,no
138,no,yes,37,34.97,345,412.0,2.21,0,no
175,no,no,0,56.190000000000005,277,676.5999999999999,2.35,1,no
74,no,no,0,55.43,301,654.3,3.16,2,no
48,no,no,0,49.019999999999996,326,470.4,2.05,2,no
74,no,yes,31,68.33999999999999,204,639.5,2.67,4,no
105,yes,no,0,62.199999999999996,348,618.8,2.08,0,no
157,no,no,0,54.0,207,549.5,1.59,3,no
217,no,no,0,54.28000000000001,321,641.8,3.59,0,no
68,no,no,0,63.339999999999996,221,686.7,2.27,1,no
80,no,no,0,45.69,328,536.0,2.57,1,no
38,no,yes,25,56.57000000000001,332,582.7,3.62,2,no
140,no,no,0,54.58,235,608.1,3.4,3,no
98,no,no,0,54.120000000000005,321,464.6,1.27,5,yes
114,no,no,0,50.16,295,532.2,3.4,2,no
46,no,no,0,52.56,299,568.5999999999999,3.19,1,no
118,no,yes,42,51.68,315,586.6,2.81,0,no
37,no,no,0,68.35,305,626.3,1.78,3,no
98,yes,yes,23,74.9,227,722.2,2.92,1,no
113,no,no,0,72.98,363,709.5,2.89,3,yes
69,no,no,0,61.67,228,615.2,3.21,0,no
121,no,no,0,46.559999999999995,355,488.79999999999995,2.84,2,no
59,yes,yes,31,64.71000000000001,236,643.0,2.46,1,no
59,no,no,0,52.03,348,526.2,2.0,0,no
190,no,no,0,44.51,309,434.1,1.78,0,no
109,no,no,0,59.01,277,612.0,2.75,1,no
136,no,no,0,43.9,304,524.0,3.48,2,no
106,no,no,0,60.72,277,659.9,2.38,0,no
129,no,no,0,54.75000000000001,286,594.7,3.11,2,no
99,no,no,0,68.69,306,678.1,1.62,1,no
61,no,yes,33,72.16,271,673.0999999999999,2.94,3,no
71,no,no,0,57.989999999999995,269,559.2,3.27,1,no
4,yes,no,0,59.78999999999999,264,655.2,2.4,0,no
148,no,yes,25,68.80000000000001,301,680.3,3.65,3,no
141,no,no,0,60.04,327,697.9,2.92,1,no
56,no,no,0,55.47,264,652.4,2.48,0,no
160,no,no,0,64.81,253,562.5,3.11,3,no
42,no,no,0,51.260000000000005,266,501.2,1.89,2,no
135,yes,no,0,46.82000000000001,306,465.1,3.48,1,no
106,no,no,0,57.849999999999994,250,528.0,1.7,3,no
83,no,yes,30,75.98,311,706.3,2.35,3,no
110,no,no,0,47.89,327,506.59999999999997,3.16,1,no
153,no,no,0,65.19,229,785.3,4.19,1,no
109,no,yes,35,73.92,315,766.0,2.86,5,no
31,no,no,0,54.51,256,570.8,2.21,1,no
124,no,no,0,53.61,322,588.3,2.11,4,yes
110,no,no,0,77.04,352,748.0,2.65,2,yes
124,no,no,0,64.30000000000001,331,619.9,3.78,0,no
82,no,no,0,48.04,254,486.29999999999995,2.54,6,yes
69,no,no,0,52.06,327,569.1,2.86,1,no
103,no,no,0,51.99,283,538.2,2.84,1,no
16,no,no,0,49.06,300,541.2,2.21,2,no
119,no,no,0,37.87,270,436.4,2.7,3,no
124,yes,no,0,51.69,267,529.7,2.7,3,yes
122,no,yes,37,63.3,310,675.8,3.13,1,no
139,no,no,0,66.14,301,667.0999999999999,2.24,4,no
67,no,no,0,48.489999999999995,296,552.0,3.02,2,no
84,no,no,0,41.22,278,445.29999999999995,2.4,1,no
101,no,yes,17,57.92,249,580.0,3.4,0,no
61,no,no,0,54.77,327,555.8,2.75,2,no
120,yes,no,0,53.61,259,540.5,3.73,1,yes
95,no,no,0,59.82000000000001,306,569.9000000000001,2.21,1,no
98,no,no,0,69.99,282,632.5,0.0,0,no
114,no,no,0,50.36,298,516.0,1.24,2,no
68,yes,yes,29,57.01,294,571.1,3.65,1,yes
149,no,yes,20,72.64,314,684.4,3.05,2,no
176,no,no,0,40.97,334,339.0,2.35,0,no
152,no,no,0,55.74,309,611.6,0.92,2,no
118,no,no,0,54.24,225,558.4,3.46,0,no
102,no,no,0,73.55,296,688.0,3.54,2,yes
118,no,no,0,69.49,319,719.5,3.38,2,no
105,no,no,0,83.28,329,832.6,1.57,2,yes
71,no,no,0,39.38,340,411.1,3.94,0,no
71,no,yes,31,48.900000000000006,270,572.7,3.54,1,no
68,no,no,0,62.019999999999996,316,583.9,2.54,2,no
66,no,no,0,36.09,266,393.5,2.84,3,no
101,no,no,0,65.04,374,634.7,0.0,3,no
116,no,no,0,45.06999999999999,250,502.20000000000005,3.59,0,no
54,no,yes,33,57.65,207,588.7,3.7,0,no
112,no,yes,29,67.11,305,726.9,3.11,1,no
122,no,yes,45,46.81999999999999,288,498.70000000000005,3.78,1,no
74,no,no,0,68.97,300,627.1,1.78,3,no
90,no,no,0,63.21,270,577.6,2.05,1,no
85,no,no,0,54.52,306,551.9000000000001,2.67,4,no
100,no,no,0,61.94,270,664.7,4.91,1,no
114,no,no,0,54.7,308,556.3,2.73,2,no
83,no,no,0,67.24,314,637.0999999999999,2.75,0,no
157,yes,no,0,57.39,309,601.7,2.27,0,no
51,no,no,0,38.620000000000005,329,509.5,2.81,2,no
42,no,no,0,78.02,236,683.1999999999999,1.57,1,yes
112,no,no,0,55.34,317,511.0,3.4,3,no
56,no,no,0,56.22,303,585.3,3.19,2,no
53,no,no,0,60.37,364,588.5999999999999,2.73,9,yes
64,no,yes,22,55.59,231,562.2,2.05,1,no
123,no,no,0,44.22,352,391.3,2.94,0,no
68,no,yes,30,49.72,328,555.9,2.59,2,no
40,yes,no,0,69.7,300,699.3,1.73,0,no
132,no,no,0,68.71,264,707.0999999999999,3.75,0,no
